store_id,dept_id,day,sell_price,snap,event_type,lag_1,lag_7,lag_28,rolling_mean_7,rolling_mean_28,sales
WI_1,HOUSEHOLD_1,70,10.24,1,Religious,79,81,88,80.0,82.67,80
CA_2,FOODS_3,58,3.11,0,None,74,75,81,74.5,76.67,75
TX_1,FOODS_3,15,10.54,1,None,76,77,79,76.5,77.33,77
TX_1,FOODS_3,14,3.67,0,None,76,77,74,76.5,75.67,77
CA_2,HOBBIES_1,65,2.15,1,None,65,64,72,64.5,67.0,67
WI_1,FOODS_3,40,2.5,0,None,50,49,47,49.5,48.67,52
CA_2,FOODS_2,74,6.2,1,None,76,71,75,73.5,74.0,76
CA_1,FOODS_1,72,5.8,0,None,44,38,39,41.0,40.33,43
CA_2,HOUSEHOLD_1,14,10.8,0,None,43,44,51,43.5,46.0,45
CA_1,HOBBIES_1,29,11.43,0,National,45,43,39,44.0,42.33,44
CA_1,FOODS_1,52,2.23,0,None,37,32,32,34.5,33.67,35
CA_2,FOODS_2,73,5.85,0,None,71,67,80,69.0,72.67,72
CA_2,FOODS_3,73,8.44,0,None,74,78,73,76.0,75.0,76
CA_2,FOODS_3,60,2.89,0,None,65,68,61,66.5,64.67,66
CA_1,HOUSEHOLD_1,25,3.25,0,Cultural,54,57,60,55.5,57.0,53
TX_2,FOODS_2,74,6.17,0,None,88,84,89,86.0,87.0,86
CA_2,FOODS_3,72,8.52,0,Religious,70,67,65,68.5,67.33,70
TX_2,HOUSEHOLD_1,45,3.45,0,None,48,51,47,49.5,48.67,47
WI_1,FOODS_1,54,5.49,1,None,80,82,77,81.0,79.67,80
TX_2,FOODS_2,9,6.77,0,None,76,70,82,73.0,76.0,75
TX_1,FOODS_3,23,8.25,0,None,76,73,80,74.5,76.33,77
CA_2,FOODS_2,68,9.88,0,None,72,70,69,71.0,70.33,71
CA_2,FOODS_3,47,7.27,1,None,71,67,63,69.0,67.0,70
CA_2,HOBBIES_1,13,9.95,0,None,59,66,62,62.5,62.33,61
CA_2,FOODS_3,6,3.46,0,None,65,61,62,63.0,62.67,65
TX_1,HOBBIES_1,67,7.16,0,None,32,34,31,33.0,32.33,31
WI_1,HOUSEHOLD_1,54,9.59,0,None,81,84,81,82.5,82.0,80
CA_2,FOODS_1,10,10.65,0,Cultural,80,83,73,81.5,78.67,78
TX_2,HOBBIES_1,9,4.4,0,None,16,18,20,17.0,18.0,14
TX_2,HOBBIES_1,63,9.65,0,None,19,14,17,16.5,16.67,17
CA_1,FOODS_3,39,8.4,0,None,65,66,67,65.5,66.0,67
WI_1,HOUSEHOLD_1,6,1.69,0,None,69,73,65,71.0,69.0,71
CA_2,FOODS_1,49,6.98,0,None,85,92,81,88.5,86.0,87
TX_2,HOUSEHOLD_1,2,9.2,0,None,39,45,41,42.0,41.67,41
CA_2,HOUSEHOLD_1,52,2.07,0,None,42,40,45,41.0,42.33,44
CA_2,FOODS_3,53,3.78,0,Religious,65,68,68,66.5,67.0,66
