checking_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct,personal_status,other_debtors,residence_since,property,age,other_installments,housing,existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
lt_0_DM,6,existing_paid,radio_tv,18278,100_500_DM,lt_1yr,1,male_single,none,4,real_estate,28,none,own,3,skilled,1,none,yes,0
lt_0_DM,48,paid_duly,radio_tv,13817,unknown,lt_1yr,3,male_single,none,4,car,29,none,own,1,unskilled_r,2,none,yes,0
0_200_DM,36,existing_paid,radio_tv,17359,gte_1000_DM,4_7yrs,4,female_divorced,none,4,car,34,none,own,4,skilled,1,none,yes,0
gte_200_DM,24,paid_duly,furniture,3608,unknown,1_4yrs,3,male_married,none,2,car,44,none,own,2,skilled,1,none,yes,1
0_200_DM,18,paid_duly,furniture,1716,lt_100_DM,lt_1yr,4,male_married,co_applicant,3,car,32,none,own,4,skilled,1,yes,yes,1
lt_0_DM,24,delayed,car_new,9354,lt_100_DM,lt_1yr,3,male_married,none,1,car,32,none,own,3,management,1,none,yes,0
0_200_DM,36,existing_paid,car_new,12685,gte_1000_DM,4_7yrs,1,male_single,none,4,real_estate,43,none,rent,1,skilled,1,yes,yes,0
gte_200_DM,6,paid_duly,other,17850,lt_100_DM,4_7yrs,2,male_single,none,2,savings,34,stores,own,3,skilled,2,none,yes,1
lt_0_DM,18,existing_paid,radio_tv,17619,lt_100_DM,gte_7yrs,3,male_single,none,1,car,47,none,own,2,skilled,1,none,yes,0
no_account,48,existing_paid,furniture,3426,unknown,1_4yrs,3,male_single,none,2,savings,39,none,own,1,skilled,2,yes,yes,1
0_200_DM,18,paid_duly,radio_tv,10943,100_500_DM,1_4yrs,2,male_single,none,3,unknown,48,none,rent,4,skilled,1,none,yes,1
no_account,60,paid_duly,car_new,6872,lt_100_DM,lt_1yr,4,male_single,none,2,savings,25,none,for_free,3,skilled,2,none,yes,1
lt_0_DM,48,paid_duly,car_new,13916,lt_100_DM,1_4yrs,4,male_married,none,4,savings,28,none,own,2,unskilled_nr,2,none,yes,0
no_account,24,critical,radio_tv,1434,500_1000_DM,lt_1yr,2,male_married,guarantor,3,savings,30,bank,own,1,skilled,1,none,yes,1
0_200_DM,60,paid_duly,car_new,6936,lt_100_DM,4_7yrs,2,male_married,none,4,savings,18,none,own,3,skilled,1,none,yes,0
no_account,12,paid_duly,radio_tv,7743,lt_100_DM,gte_7yrs,1,male_married,none,4,real_estate,33,none,own,1,unskilled_r,1,none,yes,1
gte_200_DM,48,existing_paid,education,17917,lt_100_DM,lt_1yr,4,female_divorced,none,1,car,21,none,for_free,1,skilled,1,yes,yes,0
0_200_DM,60,existing_paid,radio_tv,16904,lt_100_DM,4_7yrs,2,male_single,none,1,unknown,30,none,own,2,skilled,1,yes,yes,0
gte_200_DM,36,paid_duly,furniture,17530,unknown,lt_1yr,3,male_single,none,2,real_estate,32,none,for_free,3,skilled,1,none,yes,0
0_200_DM,18,paid_duly,radio_tv,9471,lt_100_DM,gte_7yrs,2,male_single,none,1,unknown,37,none,for_free,3,skilled,1,yes,yes,1
lt_0_DM,24,paid_duly,car_new,2422,lt_100_DM,4_7yrs,4,male_single,none,2,car,18,none,own,3,skilled,1,none,yes,0
lt_0_DM,18,delayed,car_used,11660,unknown,4_7yrs,3,male_married,none,2,unknown,18,bank,own,4,skilled,1,none,yes,0
lt_0_DM,36,paid_duly,business,7604,lt_100_DM,1_4yrs,2,female_divorced,none,1,car,39,none,own,3,unskilled_r,1,yes,yes,0
0_200_DM,12,delayed,car_new,570,100_500_DM,4_7yrs,3,male_married,none,4,savings,29,bank,own,1,skilled,1,none,yes,1
0_200_DM,48,delayed,business,15284,unknown,1_4yrs,1,male_single,none,4,real_estate,36,none,for_free,4,skilled,1,none,yes,0
no_account,18,critical,furniture,12971,lt_100_DM,1_4yrs,4,male_married,none,2,unknown,37,none,own,4,skilled,1,yes,yes,1
gte_200_DM,48,paid_duly,business,2613,lt_100_DM,gte_7yrs,1,male_married,none,4,car,31,bank,own,4,skilled,1,yes,yes,1
no_account,12,all_paid,radio_tv,8921,lt_100_DM,1_4yrs,2,male_single,guarantor,2,car,18,none,for_free,2,skilled,1,none,yes,1
no_account,12,paid_duly,other,13522,lt_100_DM,gte_7yrs,3,male_married,none,4,car,38,none,own,1,unskilled_r,2,yes,yes,1
0_200_DM,24,existing_paid,car_new,4871,lt_100_DM,lt_1yr,2,male_single,none,3,car,28,none,rent,3,skilled,2,yes,yes,0
0_200_DM,48,paid_duly,radio_tv,13192,100_500_DM,1_4yrs,1,male_married,none,3,savings,19,bank,own,1,skilled,2,none,yes,0
0_200_DM,12,existing_paid,radio_tv,2206,500_1000_DM,1_4yrs,4,male_single,none,1,real_estate,31,none,for_free,4,management,1,none,yes,1
lt_0_DM,36,delayed,radio_tv,5192,lt_100_DM,1_4yrs,3,male_married,none,2,car,37,none,for_free,1,unskilled_r,1,yes,yes,0
gte_200_DM,18,paid_duly,radio_tv,16817,lt_100_DM,lt_1yr,1,female_divorced,none,1,car,19,none,own,1,unskilled_r,1,yes,yes,1
0_200_DM,24,delayed,radio_tv,17222,lt_100_DM,gte_7yrs,4,male_single,none,1,real_estate,32,none,rent,4,unskilled_r,1,none,yes,0
no_account,12,critical,business,10484,lt_100_DM,4_7yrs,2,male_married,none,2,real_estate,40,none,own,3,unskilled_r,1,yes,yes,1
lt_0_DM,60,existing_paid,car_used,5156,500_1000_DM,1_4yrs,2,male_married,none,4,real_estate,43,none,own,3,skilled,1,none,yes,0
lt_0_DM,12,paid_duly,furniture,5678,lt_100_DM,4_7yrs,4,male_single,none,4,car,38,none,own,3,skilled,1,none,no,1
lt_0_DM,12,paid_duly,car_new,7273,unknown,lt_1yr,2,male_married,none,2,savings,28,none,own,3,management,1,none,yes,1
no_account,60,paid_duly,car_new,13460,unknown,1_4yrs,3,male_married,none,2,savings,18,none,own,1,management,2,none,yes,1
no_account,36,paid_duly,car_new,10323,lt_100_DM,unemployed,2,male_single,none,3,car,36,none,own,2,skilled,2,yes,yes,0
0_200_DM,18,paid_duly,other,5287,lt_100_DM,1_4yrs,1,male_single,none,4,car,32,none,rent,3,skilled,1,none,yes,1
lt_0_DM,6,paid_duly,car_used,757,lt_100_DM,gte_7yrs,3,male_single,none,3,real_estate,30,none,for_free,3,skilled,1,yes,yes,1
lt_0_DM,24,paid_duly,car_new,8968,unknown,4_7yrs,3,male_divorced,none,1,car,33,none,own,2,unskilled_r,1,yes,yes,0
lt_0_DM,60,paid_duly,education,10967,lt_100_DM,gte_7yrs,4,male_married,none,2,car,30,bank,for_free,3,skilled,1,none,yes,0
lt_0_DM,12,paid_duly,car_new,9151,lt_100_DM,4_7yrs,3,male_single,none,2,car,51,none,own,4,skilled,2,none,yes,1
0_200_DM,6,paid_duly,radio_tv,15882,lt_100_DM,1_4yrs,1,male_married,none,3,unknown,34,stores,own,4,skilled,2,yes,no,1
0_200_DM,6,paid_duly,other,14288,100_500_DM,4_7yrs,1,male_single,none,3,real_estate,31,none,own,3,skilled,1,none,yes,1
0_200_DM,6,delayed,business,5015,unknown,1_4yrs,2,male_married,none,3,car,29,none,rent,4,skilled,1,none,yes,0
no_account,18,paid_duly,furniture,10224,unknown,1_4yrs,3,male_single,none,2,real_estate,38,stores,own,3,management,1,none,yes,1
0_200_DM,12,existing_paid,radio_tv,12912,lt_100_DM,unemployed,2,male_single,none,1,car,25,none,own,4,skilled,1,yes,yes,0
0_200_DM,36,paid_duly,furniture,3221,unknown,4_7yrs,4,male_single,none,2,savings,21,none,own,1,skilled,1,yes,yes,0
gte_200_DM,18,paid_duly,business,7634,lt_100_DM,lt_1yr,4,male_single,none,1,real_estate,32,none,own,1,management,1,none,yes,1
lt_0_DM,24,all_paid,car_new,12620,lt_100_DM,unemployed,1,male_married,none,2,real_estate,34,none,own,1,skilled,2,none,yes,0
lt_0_DM,6,paid_duly,car_used,16372,unknown,gte_7yrs,2,male_single,none,2,car,34,none,own,4,unskilled_r,2,none,yes,1
lt_0_DM,12,critical,car_new,17666,lt_100_DM,4_7yrs,1,male_married,none,1,car,45,none,own,1,skilled,2,none,yes,0
no_account,18,paid_duly,business,9286,500_1000_DM,1_4yrs,1,male_single,none,2,unknown,58,none,own,3,skilled,2,none,no,1
no_account,18,existing_paid,education,17865,100_500_DM,1_4yrs,4,male_single,none,4,real_estate,32,none,own,4,unskilled_r,1,none,yes,1
gte_200_DM,12,paid_duly,radio_tv,5183,gte_1000_DM,4_7yrs,2,male_married,none,3,real_estate,23,none,own,1,skilled,2,none,yes,1
no_account,60,paid_duly,car_new,12427,lt_100_DM,1_4yrs,2,male_single,none,1,real_estate,20,none,for_free,3,skilled,1,none,yes,1
no_account,60,paid_duly,car_new,10839,lt_100_DM,lt_1yr,3,male_single,none,2,savings,18,bank,own,1,unskilled_r,1,none,yes,0
0_200_DM,18,critical,car_new,4256,500_1000_DM,1_4yrs,1,male_single,none,1,real_estate,24,none,own,3,skilled,1,none,yes,1
no_account,48,existing_paid,business,2063,lt_100_DM,4_7yrs,4,male_single,none,1,real_estate,37,stores,own,4,management,1,none,yes,1
lt_0_DM,36,paid_duly,business,17495,unknown,1_4yrs,2,male_married,none,4,car,51,stores,own,3,unskilled_r,1,yes,yes,0
gte_200_DM,12,existing_paid,radio_tv,6328,lt_100_DM,4_7yrs,1,male_single,co_applicant,4,car,31,none,rent,1,unskilled_r,1,yes,yes,1
no_account,12,paid_duly,car_used,13378,lt_100_DM,gte_7yrs,4,male_married,none,3,car,18,none,own,4,skilled,2,yes,yes,1
0_200_DM,18,paid_duly,car_new,1384,500_1000_DM,1_4yrs,2,male_single,co_applicant,4,savings,36,none,own,4,unskilled_r,1,none,yes,1
0_200_DM,6,existing_paid,car_new,12567,lt_100_DM,4_7yrs,4,male_single,none,1,real_estate,22,stores,rent,2,skilled,1,none,yes,0
gte_200_DM,48,existing_paid,car_used,18423,lt_100_DM,gte_7yrs,4,male_married,none,1,car,35,none,own,4,unskilled_r,1,none,yes,0
0_200_DM,36,existing_paid,car_used,12189,lt_100_DM,1_4yrs,2,male_single,none,4,savings,38,none,own,4,skilled,1,none,yes,0
no_account,60,existing_paid,car_used,10329,lt_100_DM,lt_1yr,4,female_divorced,none,3,real_estate,54,none,own,2,unskilled_nr,1,yes,yes,0
gte_200_DM,24,delayed,furniture,18281,500_1000_DM,lt_1yr,1,male_single,none,1,unknown,31,none,own,3,skilled,1,none,yes,0
lt_0_DM,6,paid_duly,car_new,13005,lt_100_DM,lt_1yr,4,male_married,none,2,unknown,41,stores,own,2,skilled,1,none,yes,1
lt_0_DM,6,delayed,business,4649,lt_100_DM,lt_1yr,4,male_married,none,4,car,23,none,own,1,skilled,1,none,yes,1
0_200_DM,60,paid_duly,radio_tv,2327,lt_100_DM,1_4yrs,3,male_single,none,1,real_estate,51,stores,own,4,skilled,1,none,yes,0
no_account,6,delayed,other,6886,500_1000_DM,1_4yrs,1,male_single,none,2,car,34,bank,own,3,management,1,yes,yes,1
lt_0_DM,18,existing_paid,car_used,3414,100_500_DM,unemployed,3,male_single,none,2,real_estate,22,none,own,3,unskilled_r,1,yes,yes,1
0_200_DM,48,paid_duly,business,971,lt_100_DM,gte_7yrs,4,male_single,none,1,real_estate,18,none,rent,1,skilled,1,yes,yes,0
lt_0_DM,18,paid_duly,radio_tv,17903,lt_100_DM,1_4yrs,4,male_married,none,2,unknown,18,none,own,2,management,2,none,yes,1
0_200_DM,6,paid_duly,car_new,11523,100_500_DM,gte_7yrs,4,male_single,none,2,savings,28,none,own,4,unskilled_r,2,none,yes,1
lt_0_DM,18,critical,radio_tv,5831,lt_100_DM,4_7yrs,2,male_married,none,3,real_estate,19,bank,own,3,skilled,1,none,yes,0
gte_200_DM,12,paid_duly,radio_tv,11830,unknown,unemployed,4,male_single,none,2,car,50,none,own,1,skilled,2,none,yes,1
0_200_DM,6,all_paid,car_used,11238,lt_100_DM,lt_1yr,2,male_married,none,4,real_estate,26,none,own,2,skilled,1,none,yes,1
no_account,36,paid_duly,furniture,9268,lt_100_DM,lt_1yr,2,male_married,none,4,savings,48,none,own,1,skilled,1,none,yes,0
no_account,36,paid_duly,furniture,11813,100_500_DM,gte_7yrs,1,male_married,none,4,unknown,30,none,own,4,skilled,1,none,yes,0
gte_200_DM,12,paid_duly,radio_tv,7258,lt_100_DM,gte_7yrs,1,male_single,none,1,car,25,bank,rent,4,skilled,1,yes,yes,1
lt_0_DM,6,paid_duly,furniture,6374,lt_100_DM,1_4yrs,4,male_married,none,3,savings,36,bank,own,1,skilled,1,none,yes,1
lt_0_DM,60,existing_paid,car_new,14969,unknown,1_4yrs,1,male_single,none,4,real_estate,33,none,own,1,skilled,2,yes,yes,0
0_200_DM,60,delayed,furniture,2797,lt_100_DM,1_4yrs,1,male_single,none,2,car,55,none,own,4,skilled,1,yes,yes,0
0_200_DM,48,paid_duly,car_used,6180,lt_100_DM,4_7yrs,2,male_married,none,4,car,49,none,for_free,3,management,1,none,yes,0
lt_0_DM,6,existing_paid,radio_tv,1154,lt_100_DM,lt_1yr,1,male_single,none,3,car,25,bank,rent,2,unskilled_r,1,yes,yes,1
0_200_DM,60,paid_duly,car_used,10177,gte_1000_DM,1_4yrs,1,male_single,none,1,car,18,none,own,2,skilled,2,none,yes,0
no_account,24,paid_duly,car_new,6132,100_500_DM,gte_7yrs,1,male_married,none,3,car,18,none,rent,2,skilled,1,none,yes,0
no_account,48,paid_duly,car_new,1461,lt_100_DM,gte_7yrs,3,female_divorced,none,4,unknown,24,none,own,1,unskilled_nr,1,yes,yes,1
no_account,18,critical,furniture,11491,lt_100_DM,gte_7yrs,1,male_married,none,2,real_estate,37,bank,rent,3,skilled,1,none,yes,1
0_200_DM,18,existing_paid,furniture,557,lt_100_DM,1_4yrs,3,male_divorced,none,2,real_estate,31,stores,own,3,unskilled_r,1,none,yes,1
no_account,36,paid_duly,other,15931,lt_100_DM,1_4yrs,1,female_divorced,none,4,savings,32,none,own,1,skilled,1,yes,yes,0
0_200_DM,24,existing_paid,education,17637,unknown,1_4yrs,4,male_single,none,2,real_estate,36,bank,own,3,skilled,1,none,yes,0
no_account,48,paid_duly,radio_tv,7870,lt_100_DM,gte_7yrs,4,male_single,co_applicant,1,savings,25,bank,own,3,skilled,1,none,yes,0
lt_0_DM,6,paid_duly,education,13647,unknown,1_4yrs,3,male_married,none,4,savings,34,none,own,4,unemployed,1,yes,yes,1
no_account,60,paid_duly,car_new,10872,unknown,4_7yrs,2,male_married,none,3,real_estate,33,none,rent,1,unskilled_nr,1,none,yes,1
lt_0_DM,48,existing_paid,car_new,3259,lt_100_DM,gte_7yrs,2,female_divorced,none,1,car,20,stores,own,2,management,1,none,yes,0
lt_0_DM,24,paid_duly,car_new,4036,lt_100_DM,lt_1yr,1,male_divorced,none,1,unknown,45,none,own,2,skilled,1,none,yes,0
lt_0_DM,48,paid_duly,car_new,12641,unknown,4_7yrs,1,female_divorced,none,1,real_estate,50,none,for_free,1,skilled,1,yes,yes,0
lt_0_DM,60,existing_paid,car_new,8685,unknown,4_7yrs,2,male_married,none,4,savings,46,none,own,3,skilled,2,none,yes,0
lt_0_DM,36,critical,furniture,17524,lt_100_DM,1_4yrs,1,male_divorced,none,1,car,35,bank,own,4,skilled,1,none,yes,0
0_200_DM,24,critical,radio_tv,8047,lt_100_DM,lt_1yr,2,male_single,none,3,savings,24,none,own,1,skilled,2,yes,yes,0
gte_200_DM,36,critical,car_new,14558,unknown,gte_7yrs,4,male_single,none,3,real_estate,41,none,own,1,skilled,1,none,yes,0
